ID,Timestamp,Tweet Url,Group,Collector,Category,Topic,Keywords,Account Handle,Account Name,Account Bio,Account Type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date Posted,Content Type,Likes,Replies,Retweets,Quote Tweets,Reasoning,Remarks
Dec-77,31/03/2023 2:31,https://twitter.com/jameslouuuuu/status/1380308857331716098,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china created covid""",@jameslouuuuu,Leo ♌,Nothing,0,2014-01,358,977,"Cagayan De Oro City, Northern","#China Created the Virus para ma divert attention ng lahat, habang busy ang buong mundo dahil sa Pandemic COVID-19 na galing sa Potang inang China! Ang china busy din sila sa pag angkin sa isla ng pilipinas! What the Hell China!This is too much CHINA! Mga mukhang Monggoloid.","#China created the virus to divert everyone's attention, while the whole world is busy due to the pandemic and COVID-19 which came from China! China itself is busy with claiming of Philippine islands! What the hell China! This is too much CHINA! Monggoloid-looking people.",Text,04/09/2021 7:57,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-78,31/03/2023 2:31,https://twitter.com/RaxenP/status/1375225001826152448,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china created covid""",@raxenp,RC 💝🎀💝🎀,Simple and God Fearing,0,2020-06,48,9,No location,"@inquirerdotnet So Mr Duterte, COVID-19 is a BUSINESS? A business from CHINA. They created the virus para bumagsak ang economy ng buong mundo! 😡😡😡","@inquirerdotnet So Mr Duterte, COVID-19 is a BUSINESS? A business from CHINA. They created the virus to crash the economy of the whole world! 😡😡😡","Text, Reply",26/03/2021 7:16,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-79,31/03/2023 2:31,https://twitter.com/T4rgetL0cked/status/1407204502214647815,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""tsino gawa covid""",@t4rgetl0cked,Storymaker,You are as good as your last story.,1,2019-03,589,8722,No location,"IBA NA NGA PANAHON NGAYON. PILIPINO NA PINAPAALIS SA PINAS PAG MAMILI NG BAKUNA. 

HABANG YUNG MGA TSINO NA MAY GAWA NG COVID, WELCOME NA SA WPS, WELCOME DIN PATI MAG NEGOSYO KAHIT MGA SINDIKATO.","It's a different time nowadays. Filipinos are being forced to leave the Philippines when they choose which vaccine to take. Meanwhile, the Chinese who created COVID-19 are welcome in the West Philippine Sea, and they are also welcome to do business there, even the syndicates.",Text,22/06/2021 13:11,1,41,1,12,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-80,31/03/2023 2:31,https://twitter.com/JohnronP/status/1286594618637746177,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""tsina ginawa covid""",@johnronp,ron 🇵🇭🇺🇦🌏💖,No bio,1,2014-01,3358,1426,No location,"@ka_fredo Kaya ginawa ng Tsina yan covid is to push their evil intentions na walang makakapalag dahil deadly virus ang kalaban, look at HK, bilis tinapos na siyang ginagawa naman dito ng pamahalaan,create chaos around the world while leeching into societies Buti na lang US is pushing back","@ka_fredo That's why China created COVID-19, to push their evil intentions without any resistance since the enemy is a deadly virus. Look at Hong Kong, they quickly put an end to it. Here in the Philippines, the government is doing the same, creating chaos around the world while leeching into societies. Fortunately, the US is pushing back.","Text, Reply",24/07/2020 17:30,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-81,31/03/2023 2:31,https://twitter.com/kookolatae/status/1312776617173811200,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@kookolatae,jeff,I stan the most talented group in the world,1,2019-04,69,13,🇵🇭 • 🇰🇷,TAENA NYO MGA TAGA CHINA KAYO SUMAGOT NITONG MODULE KO TUTAL KAYO RIN NAMAN GUMAWA NG VIRUS,"DAMN YOU CHINESE, ANSWER MY MODULE SINCE YOU WERE THE ONE WHO CREATED THE VIRUS",Text,10/04/2020 23:28,1,0,1,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-82,31/03/2023 2:31,https://twitter.com/ismayliqueen/status/1294483387357437952,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@ismayliqueen,joy,I'm a survivor in more ways than you know,0,2012-02,387,680,"Palawan, PH","Si China gumawa ng virus, sila pa ngayon kumikita ngayon dahil sa faceshield.","China created the virus, and now they are profiting from the sale of face shields.",Text,15/08/2020 11:57,1,2,1,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-83,02/04/2023 20:42,https://twitter.com/Ongers24/status/1259898736806789125,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa intsik""",@ongers24,Name cannot be bl nk,always be kind,1,2018-10,504,326,limasawa street,"pwede na siguro yan, alay niyo sa intsik para maka gawa ulit ng virus tangina nila https://t.co/u26HV9Xcdx","That might probably suffice, offer it to the Chinese to be able to make another virus, fuck them https://t.co/u26HV9Xcdx","Text, Image",05/12/2020 1:30,1,8,2,0,1,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-84,02/04/2023 20:42,https://twitter.com/Bikoyski_/status/1222854285077016577,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@bikoyski_,Arvie Genesis Cinco,"Dude, suckin’ at something is the first step to being sorta good at something.",0,2010-12,102,14,No location,"@cheesecakeula Failed.🤦...umasa na lang tayo na dahil gawa sa China ang Virus ,hindi ito magtatagal.","@cheesecakeula Failed.🤦... Let's just hope that since the virus was made in China, it won't last long","Text, Reply",30/01/2020 20:09,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-85,02/04/2023 20:42,https://twitter.com/Ajie_Mndz/status/1244301585875783688,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@ajie_mndz,AJI-NO-MOTO,"motivate your self, don't listen to those person who only see your mistake.",0,2019-08,185,148,"Tanauan City, Calabarzon","@ortizjoanerika Actually hindi talaga sa paniki galing ang virus. Gawa ng china ang virus para mabawasan ang population nila dahil over populated na sila, bago nila hat gawin ang virus may gamot na agad silang ginawa para sa virus. Nakakalungkot kasi ang dami nang namatay ee.","@ortizjoanerika Actually, the virus did not really come from bats. China made the virus to reduce their population since they are already overpopulated. Before they made the virus, they already had a cure for it. It's sad because a lot of people have already died.","Text, Reply",30/03/2020 0:33,1,0,1,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-86,02/04/2023 20:42,https://twitter.com/khaaateeeyy/status/1243388251236225024,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@khaaateeeyy,kitkat,"aim high, fly high✈

ka•i•ros",0,2016-03,298,590,👩‍✈️✈,"luhh eto pala ung sinasabi ni papa kagabi,, na gawa lang ng china ung virus.","Looks like this is what my father was talking about last night, that the virus was only made by China.","Text, Reply",27/03/2020 12:03,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
Dec-87,02/04/2023 20:42,https://twitter.com/ANNYoneButMe/status/1243182129590091776,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid ginawa china""",@annyonebutme,Anny,"FYI, I DON’T READ REPLIES 😂😜",1,2012-05,0,43,somewhere over the rainbow,Yep napanood ko yan noon na pwede pala gawin ang ganun for terrorism  kaya nung pumutok ang covid ginoogle ko agad ay kung man made yung covid. May article na lumabas ah na ginawa ang covid ng china para sa mga tao sa HK para mapasunod sila pero aksidente daw nabasag sa wuhan,"Yes, I saw that before that it's possible to create something like that for terrorism. That's why when COVID broke out, I immediately googled if it's man-made. There was an article that came out saying that China made the COVID for the people in HK to comply, but it accidentally leaked out in Wuhan.","Text, Reply",26/03/2020 22:24,0,3,0,0,1,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
Dec-88,02/04/2023 20:42,https://twitter.com/Jimjuliandc/status/1243148822454263808,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@jimjuliandc,uyan,No bio,0,2018-04,192,242,No location,Planado ata talaga ang pag gawa sa virus taena mo china!,"It seems like the making of the virus was really planned, damn you China!",Text,26/03/2020 20:12,1,1,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-89,02/04/2023 20:42,https://twitter.com/iamajashton/status/1242400153769664514,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@iamajashton,ashton 👑,i'm a nice person but this world is turning me cold ✈️🇸🇬🇲🇾🇹🇭🇻🇳🇰🇷,0,2015-11,5954,9545,No location,"Na pakana lahat to ng china? Sa kanila nagmula yung virus, tapos ngayon zero na yung cases nila? Agad agad? So nasa kanila yung cure. Kasi sila ang may gawa ng virus. ✌🏻🥺","Did China plan all of this? The virus came from them, and now they have zero cases? So the cure must be with them because they made the virus. ✌🏻🥺",Text,24/03/2020 18:37,1,10,1,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-90,02/04/2023 20:42,https://twitter.com/AlipinNiLalisa/status/1242388867698683904,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@alipinnilalisa,.,"MY DEAR LISAPOO ----JennieKim2020                                   I love you 3270💛
@blairxrose",1,2017-06,187,998,Siopao,Taena namaaaaan CHINA!!!! Hindi pa kami tapos makipag laban sa Covid-19 na gawa nyo tapos meron na agad kayong baging virus? Hantanvirus? Jusko!!! https://t.co/VDaTggMmUs,"Damn CHINA!!!! We haven't even finished fighting against the Covid-19 virus that you created, and now you have a new virus? Hantavirus? Oh my God!!! https://t.co/VDaTggMmUs","Text, Image",24/03/2020 15:52,1,0,1,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
Dec-91,02/04/2023 20:42,https://twitter.com/rcrysjmnz/status/1242300416764739584,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@rcrysjmnz,tong,⚖️,0,2020-03,95,71,No location,"sa lahat ng gawa ng China, virus lang nagtagal","Of all the things made in China, only the virus lasted.",Text,24/03/2020 12:01,1,3,0,0,1,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-92,02/04/2023 20:42,https://twitter.com/joanzmonato/status/1241618676878651394,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@joanzmonato,Joan Monato,No bio,0,2017-03,113,12,No location,@MrsGaemHyuk Ay iwan Basta Alam k dyan gawa Ng demonyong china Ang virus n Yan...parang Bala lng Yan  kng d k iiwas at magtago  yari k...bka nga Ang Alam lng n GOD tulungan tau s kademonyuhan Ng china at Ng mga kaanib Ng ccp...jijiji,"h never mind. But just so you know, that virus was made by the demonic China. It's like a bullet, if you don't avoid and hide from it, you're done for. Maybe only GOD knows how to help us against the evilness of China and the CCP allies. Hahaha.","Text, Reply",22/03/2020 14:52,1,0,1,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-93,02/04/2023 20:42,https://twitter.com/wassupcyrone/status/1239438281504223234,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@wassupcyrone,jon,No bio,0,2018-01,208,309,ashton,"Sa lahat ng made in china, bakit yung virus pa pinaka matibay na gawa.","Why is it that among all the things made in China, the virus is the most resilient?",Text,16/03/2020 14:28,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
Dec-94,02/04/2023 20:42,https://twitter.com/YordanZyra/status/1238133376046882816,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@yordanzyra,zyra yordan,Sapat na,0,2020-01,173,6,No location,@gmanews @stateofdnation Baki ba na uso ang corona virus    e2y nakakamatay  gawa ng china,Why is the Corona Virus spreading? It's deadly and made by China,"Text, Reply",03/12/2020 0:02,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-95,02/04/2023 20:42,https://twitter.com/aeronimogel/status/1237603776803954688,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@aeronimogel,kerubin,am·bi·vert,1,2014-04,358,442,"Tarlac City, Central Luzon",Palagay ko di naman talaga galing sa hayop yung corona virus eh 🤔 gawa mismo ng china yun,"I think the Corona Virus didn't really come from animals, it was made by China itself. 🤔",Text,03/11/2020 12:58,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-96,02/04/2023 20:42,https://twitter.com/iamissdada/status/1235237893423026176,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@iamissdada,darilyn dogayo,Ambivert. Coffee junkie. Book hoarder. Forever 4'11.,0,2011-06,519,122,Republic of the Philippines,"Oh ito ha... sinasabi ko na ‘to sa friends ko. Malakas kutob ko, yang Corona Virus, gawa ng China. Kutob ko lang naman. Pero gets? Hahaha",Listen to this...I've been telling my friends about this. I have a strong feeling that the Corona Virus was made by China. It's just a hunch though. But do you get what I mean? Hahaha.,Text,03/05/2020 0:17,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-97,02/04/2023 20:42,https://twitter.com/Japstup1/status/1254066486320087041,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@japstup1,japstup_1580,No bio,0,2018-09,52,22,"Cauayan City, Cagayan Valley",@ABSCBNNews salamat daw sa bigayng 🇨🇳 china?salamat sa virus na gawa nila🤮🤮🤮 insulto yang kantang yan sa bansa,@ABSCBNNews They say thanks for China's gift? Thanks for the virus they created 🤮🤮🤮 That song is an insult to the country.,"Text, Reply",25/04/2020 23:15,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-98,02/04/2023 20:42,https://twitter.com/Rachet1971/status/1250713734420430850,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@rachet1971,DonJulio,No bio,1,2012-11,26,1,No location,"@cnnphilippines Gawa ng china ang virus,china din ang gagawa ng antidote,ibibigay sa pilipinas,kapalit nyan,west phil sea..","China made the virus, China will also make the antidote and give it to the Philippines in exchange for the West Philippine Sea.","Text, Reply",16/04/2020 17:12,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-99,02/04/2023 20:42,https://twitter.com/johnnraymundo/status/1249854344414916608,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@johnnraymundo,John ジ,Hello bitches • My twitter my rules • Determine your priorities and focus on them 🌷🏳️‍🌈❤✨,0,2018-12,3156,3918,Republic of the Philippines,HAHAHAHA walang problema? Juskooooo! Napakalaki na ng Problema ng bansang Pilipinas gawa ng VIRUS made in China tapos ikaw magsusumiksik ka pa sa China HAHAHAHAHA juskoooo!!!,"HAHAHAHA, no problem? Oh my God! The Philippines already has a huge problem because of the virus made in China, and yet you're still trying to squeeze yourself into China. Oh my God!","Text, Reply",14/04/2020 8:17,1,1,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
